id,course,name,introformat,alwaysshowdescription,nosubmissions,submissiondrafts,sendnotifications,sendlatenotifications,duedate,allowsubmissionsfromdate,grade,timemodified,requiresubmissionstatement,completionsubmit,cutoffdate,gradingduedate,teamsubmission,requireallteammemberssubmit,teamsubmissiongroupingid,blindmarking,hidegrader,revealidentities,attemptreopenmethod,maxattempts,markingworkflow,markingallocation,sendstudentnotifications,preventsubmissionnotingroup,activityformat,timelimit,submissionattachments
2055,193,[DROPBOX] Laboratory Worksheet 3a,1,1,0,0,0,0,1673582460,1672848000,100,1673488387,0,1,0,0,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2056,193,[DROPBOX] Laboratory Worksheet 3b,1,1,0,0,0,0,1673582400,1672934400,100,1673488577,0,1,1673582400,0,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2057,193,[DROPBOX] ELISA,1,1,0,0,0,0,1673514000,1667491200,100,1673488816,0,1,0,0,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2058,193,[DROPBOX] Case Study [1] Virology lab,1,1,0,0,0,0,1673107140,1673020800,100,1673488839,0,1,1673575200,1701964800,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2059,1782,ASSIGNMENT NO. 1,1,1,0,1,0,0,1662613200,1662393600,100,1663742657,1,1,1662614100,0,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2060,1768,ASSIGNMENT NO. 1,1,1,0,1,0,0,1662627600,1662393600,100,1662879987,1,1,0,0,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2061,1775,ASSIGNMENT NO. 1,1,1,0,1,0,0,1662880020,1662393600,100,1662880056,1,1,0,0,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2062,486,Topic 02 - Biochemistry of Signaling,1,1,0,0,0,0,1662955200,1662393600,100,1662429908,0,1,0,1663603200,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2063,1708,Activity 1-Nature of Inquiry of Research,1,1,0,1,0,1,1662595200,1662422400,100,1662446300,1,1,0,0,1,0,0,0,0,0,manual,2,0,0,1,1,1,0,0
2064,1693,Written Work Les. 1:  Relevance of MIL,1,1,0,0,0,0,1663835400,1662393600,10,1664084945,0,1,0,0,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2065,1131,WORKING PORTFOLIO,1,1,0,0,0,0,1663603200,1662393600,100,1664276391,0,1,0,0,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2068,1131,As a future caterer what kind of establishment would you put up?,1,1,0,0,0,0,1663603200,1662393600,100,1662430688,0,1,0,1663603200,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2069,616,JOURNAL. MEDICATION ADMINISTRATION AND SAFETY,1,1,0,0,0,0,1662998340,1662393600,100,1662430765,0,1,0,1663603200,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2070,1431,SUBMISSION  AREA OF PAR-Q,1,1,0,0,0,0,1662445800,1662431400,50,1662430958,0,1,0,1663707600,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2071,1431,SUBMISSION  AREA STUDENT CONSENT FORM,1,1,0,0,0,0,1662445800,1662431400,50,1662430990,0,1,0,1663707600,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2072,1376,Lesson 2 PostTest  (Seatwork)   checked,1,1,0,0,0,0,1662433200,1662429600,25,1672140651,0,1,1662433200,1662480000,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2073,1376,C++ Operators    checked,1,1,0,0,0,0,1662562800,1662393600,50,1672141317,0,1,1662562800,1662652800,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2074,247,My Theory of Personality,1,1,0,0,0,0,1664467200,1662393600,80,1664444035,0,1,0,1666195200,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2075,599,JOURNAL. MEDICATION ADMINSTRATION AND SAFETY,1,1,0,0,0,0,1662998340,1662393600,100,1662432867,0,1,0,1663603200,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2076,260,I Think Therefore I am,1,0,0,0,0,0,0,1659981360,80,1662432476,0,1,0,1663047660,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2077,260,Reflection Time!,1,0,0,0,0,0,0,1659981360,100,1662432404,0,1,0,1663652460,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2078,260,Stroop Effect Activity,1,0,0,0,0,0,0,1659981360,80,1662432527,0,1,0,1664257260,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2079,260,Memories and Self Image,1,0,0,0,0,0,0,1659981420,30,1664958112,0,1,0,1664862060,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2080,260,THINKING AND PROBLEM SOLVING_Activity,1,0,0,0,0,0,0,1659981420,100,1661329887,0,1,0,1665898860,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2081,260,Final Paper Activity,1,0,0,0,0,0,0,0,100,1661329834,0,1,0,0,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2082,1786,ASSIGNMENT NO. 1,1,1,0,1,0,0,1662694200,1662393600,100,1662433939,1,1,1662694800,0,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2083,204,Assignment no. 1 : CHEMISTRY,1,1,0,0,0,0,1662735600,1662440400,100,1662996720,0,1,0,1663603200,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2084,257,R-01-01 Appointment of the Research Adviser Accomplished,1,1,0,1,0,1,1664467200,1662220800,0,1662261003,0,1,0,0,1,1,0,0,0,0,none,-1,0,0,1,1,1,0,1
2085,257,R-02-01 Student-Adviser Consultation,1,1,0,1,0,1,1672329600,1662220800,0,1662261204,0,1,0,0,1,1,0,0,0,0,none,-1,0,0,1,1,1,0,1
2086,257,Group Research Topic,1,1,0,0,0,0,1662825600,1662220800,15,1662260693,0,1,0,1663430400,1,0,0,0,0,0,none,-1,0,0,1,1,1,0,0
2087,257,Chapter I: The Problem And Its Background (FINAL),1,1,0,1,0,1,1664467200,1662220800,15,1662608709,0,1,0,0,1,1,0,0,0,0,none,-1,0,0,1,1,1,0,1
2088,257,Chapter II: Review of Related Literature and Studies (FINAL),1,1,0,1,0,1,1667145600,1662220800,15,1662608717,0,1,0,0,1,1,0,0,0,0,none,-1,0,0,1,1,1,0,1
2089,257,Chapter III: Methodology (FINAL),1,1,0,1,0,0,1669737600,1662220800,15,1662608724,0,1,0,0,1,1,0,0,0,0,none,-1,0,0,1,1,1,0,0
2090,1440,CASE STUDY 1,1,1,0,0,0,0,1662652800,1662393600,100,1662541295,0,1,0,1662739200,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2091,171,Lab Group Act 1 Submission Bin,1,1,0,0,0,0,1663576200,1662393600,100,1663084900,0,1,0,0,1,0,159,0,0,0,none,-1,0,0,1,1,1,0,0
2092,170,Lec Group Act 1 Submission Bin,1,1,0,0,0,0,1663662600,1662393600,55,1663085065,0,1,0,0,1,0,0,0,0,0,none,-1,0,0,1,1,1,0,0
2093,546,Topic 02 - Biochemistry of Signaling,1,1,0,0,0,0,1662955200,1662393600,100,1662429908,0,1,0,1663603200,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2094,1645,Activity: Expository Texts,1,0,0,0,0,0,0,0,30,1666768590,0,1,0,0,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2095,1646,Activity: Expository Texts,1,0,0,0,0,0,0,0,30,1666768627,0,1,0,0,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2096,1694,Written Work Les. 1:  Relevance of MIL,1,1,0,0,0,0,1663835400,1662393600,10,1664081003,0,1,0,0,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2098,634,JOURNAL. MEDICATION ADMINISTRATION AND SAFETY,1,1,0,0,0,0,1662998340,1662393600,100,1662444695,0,1,0,1663603200,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2100,1317,Actvity # 1,1,1,0,0,0,0,1662463800,1662393600,100,1662451398,0,1,0,1663603200,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2102,1644,Ilaw-rawan,1,0,0,1,0,1,0,0,10,1602067289,1,1,0,0,0,0,0,0,0,0,manual,2,0,0,1,0,0,0,0
2103,1644,PAGHAHAMBING NG KARUNUNGANG-BAYAN,1,0,0,0,0,0,0,0,20,1601942623,0,1,0,0,0,0,0,0,0,0,none,-1,0,0,1,0,0,0,0
2104,1644,SALAWIKAIN KO,1,0,0,0,0,0,0,0,40,1602330654,0,1,0,0,0,0,0,0,0,0,none,-1,0,0,1,0,0,0,0
2105,1644,Pag-ibig sa Tinubuang Lupa,1,0,0,1,0,1,0,0,25,1603769190,0,1,0,0,0,0,0,0,0,0,manual,1,0,0,1,0,0,0,0
2106,1644,Alam Ko Na!,1,0,0,1,0,0,0,0,100,1600251901,0,1,0,0,0,0,0,0,0,0,none,-1,0,0,1,0,0,0,0
2107,1644,HAPON Gawain 8: Mga Tula ng Buhay,1,0,0,0,0,0,0,0,30,1603080215,0,1,0,0,0,0,0,0,0,0,none,-1,0,0,1,0,0,0,0
2108,1644,PANANALIKSIK Gawain 3: Tara na sa Pilipinas,1,0,0,0,0,0,0,0,100,1599014294,0,1,0,0,0,0,0,0,0,0,none,-1,0,0,1,0,0,0,0
2109,1644,PANANALIKSIK Gawain 4: PSIK (Para sa Iyong Kaalaman),1,0,0,0,0,0,0,0,100,1599014325,0,1,0,0,0,0,0,0,0,0,none,-1,0,0,1,0,0,0,0
2110,1644,PANANALIKSIK Gawain 5: Simulan Mo Na!,1,0,0,0,0,0,0,0,100,1599014349,0,1,0,0,0,0,0,0,0,0,none,-1,0,0,1,0,0,0,0
2111,1644,PANANALIKSIK Gawain 6: Paglikha ng Music Video,1,1,0,0,0,0,1661667840,1661063040,100,1599102892,0,1,0,1662272640,0,0,0,0,0,0,none,-1,0,0,1,0,0,0,0
2112,1644,Pagsusuri ng Bidyo,1,0,0,1,0,1,0,0,10,1602423473,0,1,0,1665987840,0,0,0,0,0,0,none,-1,0,0,1,0,0,0,0
2114,1768,ACTIVITY/SEATWORK NO. 1,1,1,0,1,0,0,0,1662307200,100,1662449069,1,1,0,0,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2115,1775,ACTIVITY/SEATWORK NO. 1,1,1,0,1,0,0,0,1662307200,100,1662449069,1,1,0,0,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2116,1782,ACTIVITY/SEATWORK NO. 1,1,1,0,1,0,0,0,1662307200,100,1662449069,1,1,0,0,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2117,919,L1-A1,1,1,0,1,0,0,1662567420,1662394620,100,1673802513,0,1,1673802480,0,0,0,0,0,0,0,manual,3,0,0,1,0,1,0,0
2119,1109,Lesson 2: Assignment : Overview of SCM,1,1,0,0,0,0,1663837200,1662595200,100,1663209163,0,1,0,0,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2120,1332,Assignment no. 1: Environmental Problems,1,1,0,0,0,0,1662735600,1662393600,100,1662464332,0,1,0,1663603200,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2121,532,Slogan Making,1,1,0,1,0,0,1662811200,1662393600,10,1662513662,1,1,1663041600,0,1,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2122,1109,Lesson 2: Assignment 2: Introduction to SCM,1,1,0,0,0,0,1663837200,1662595200,100,1663209193,0,1,0,0,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2123,1109,Lesson 2:  Assignment 3: Flow of SCM: Introduction to SCM,1,1,0,0,0,0,1663837200,1662602400,100,1663209219,0,1,0,0,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2124,617,SUBMISSION AREA-PLANK ACTIVITY 1,1,1,0,0,0,0,1662825540,1662307560,50,1665534065,0,1,1665935940,0,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2125,1499,SUBMISSION AREA-PLANK ACTIVITY 1,1,1,0,0,0,0,1662825540,1662466020,50,1665531888,0,1,1665935940,0,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2126,1119,Lesson 2: Assignment 1: Overview of SCM,1,1,0,0,0,0,1663837200,1662595200,100,1667294661,0,1,0,0,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2127,1285,Group Activity 1-Proposed Webinar Topics,1,1,0,0,0,0,1662479940,1662393600,100,1663062610,0,1,0,0,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2128,1119,Lesson 2: Assignment 2: Introduction of SCM,1,1,0,0,0,0,1663837200,1662595200,100,1663210086,0,1,0,0,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2129,1119,Lesson 2: Assignment 3: Flow of SCM,1,1,0,0,0,0,1663837200,1662422400,100,1663210046,0,1,0,0,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2131,621,JOURNAL: Historical Foundations and Development of Nursing Education AND Role of Nurse as Educator,1,1,0,0,0,0,1663084740,1662393600,100,1662466987,0,1,0,1663603200,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2132,530,Activity: Infographics campaigning the importance of history,1,0,0,0,0,0,0,0,100,1662468279,0,1,0,0,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2133,530,Activity: Travel Plan Matrix,1,0,0,0,0,0,0,0,100,1662468245,0,1,0,0,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2134,589,Activity: Infographics campaigning the importance of history,1,0,0,0,0,0,0,0,100,1662468279,0,1,0,0,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2135,589,Activity: Travel Plan Matrix,1,0,0,0,0,0,0,0,100,1662468245,0,1,0,0,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2136,586,Act 1 Lab Intro to Biochemistry Submission Bin,1,0,0,0,0,0,1662534000,1662393600,75,1662473739,0,1,0,0,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2137,585,Act 1 Lec Intro to Biochemistry Submission Bin,1,1,0,0,0,0,1662534000,1662393600,100,1662473712,0,1,0,0,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2138,863,EXERCISE 1: THE ORGANIZATION OF THE BODY,1,1,0,0,0,0,1631286000,1631203200,100,1662474512,0,1,0,1632499200,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2139,863,EXERCISE 3: THE MICROSCOPE,1,1,0,0,0,0,1662822000,1662739200,40,1662706094,0,1,0,1663171200,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2140,863,EXERCISE 4: THE CELL,1,1,0,0,0,0,1662782400,1662771600,100,1662706071,0,1,0,1663171200,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2141,863,EXERCISE 5: TRANSPORT THROUGH MEMBRANES,1,1,0,0,0,0,1662782400,1662771600,25,1662707153,0,1,0,1663257600,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2142,863,EXERCISE 6: Cell Life Cycle,1,1,0,0,0,0,1663387200,1663376400,55,1663154213,0,1,0,1663776000,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2143,863,EXERCISE 7: EPITHELIAL TISSUES,1,1,0,0,0,0,1669435200,1632240000,50,1667629726,0,1,0,1669824000,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2144,863,EXERCISE 8: CONNECTIVE TISSUES,1,1,0,0,0,0,1632283200,1632240000,75,1665065372,0,1,1632304800,1633449600,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2145,863,Exercise 9,1,1,0,0,0,0,1669435200,1665104400,30,1667629669,0,1,1670389200,0,0,0,0,0,1,0,none,-1,0,0,1,0,1,0,0
2146,863,Exercise 10,1,1,0,0,0,0,1669435200,1634054400,30,1667630112,0,1,0,1672329600,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2147,863,Exercise 11,1,1,0,0,0,0,1635084000,1634745600,85,1637734942,0,1,0,1635955200,0,0,0,0,0,0,none,-1,0,0,1,0,0,0,0
2148,863,Exercise 12,1,1,0,0,0,0,1635084000,1634745600,100,1634802348,0,1,0,1635955200,0,0,0,0,0,0,none,-1,0,0,1,0,0,0,0
2149,863,Exercise 13,1,1,0,0,0,0,1635084000,1634745600,100,1634802456,0,1,0,1635955200,0,0,0,0,0,0,none,-1,0,0,1,0,0,0,0
2150,863,Exercise 14,1,1,0,0,0,0,1635084000,1634745600,55,1637745151,0,1,0,1635955200,0,0,0,0,0,0,none,-1,0,0,1,0,0,0,0
2151,863,Exercise 15,1,1,0,0,0,0,1635084000,1634745600,100,1634802494,0,1,0,1635955200,0,0,0,0,0,0,none,-1,0,0,1,0,0,0,0
2152,863,Exercise 16,1,1,0,0,0,0,1668261600,1667836800,50,1667629815,0,1,0,1669046400,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2153,863,Exercise 17,1,1,0,0,0,0,1668261600,1667836800,50,1667629443,0,1,0,1669046400,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2154,863,Exercise 18,1,1,0,0,0,0,1668261600,1667836800,100,1667629458,0,1,0,1669046400,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2155,863,Exercise 21 and 22,1,1,0,0,0,0,1669474800,1668528000,60,1667630237,0,1,0,1669737600,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2156,863,Exercise 23,1,1,0,0,0,0,1669474800,1668528000,75,1667630256,0,1,0,1669737600,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2157,863,Exercise 24,1,1,0,0,0,0,1669474800,1668528000,100,1667630272,0,1,0,1669737600,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2158,863,Exercise 32. Endocrine Glands,1,1,0,0,0,0,1668830400,1668700800,70,1667629942,0,1,0,1670947200,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2159,863,Exercise 33. Hormones.,1,1,0,0,0,0,1668571200,1668528000,100,1667629983,0,1,0,1670947200,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2160,863,Exercise 34 - Blood,1,1,0,0,0,0,1639317600,1638720000,25,1641296393,0,1,0,1639929600,0,0,0,0,0,0,none,-1,0,0,1,0,0,0,0
2161,863,Exercise 35 - Structure of the Heart,1,1,0,0,0,0,1670853600,1638720000,65,1670399521,0,1,0,1671465600,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2162,863,Exercise 37 - Pulse and Pressure,1,1,0,0,0,0,1639317600,1638720000,50,1641297333,0,1,0,1639929600,0,0,0,0,0,0,none,-1,0,0,1,0,0,0,0
2163,863,Exercise 38 - Circulatory Pathway,1,1,0,0,0,0,1670853600,1670256000,80,1670399545,0,1,0,1671465600,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2164,863,Lab Exercise 41,1,1,0,0,0,0,1639108800,1639065600,75,1641297741,0,1,0,1640275200,0,0,0,0,0,0,none,-1,0,0,1,0,0,0,0
2165,863,Digestive System,1,1,0,0,0,0,1668870000,1668787200,100,1668435845,0,1,0,1671811200,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2166,863,Exercise 47: Urinary System,1,1,0,0,0,0,1671544800,1671292800,60,1670399573,0,1,0,0,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2167,585,Act 2 Lec Biochem of Living Things Submission Bin,1,1,0,0,0,0,1663075800,1662393600,100,1662474172,0,1,0,0,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2168,586,Act 2 Lab Biochem of Living Things Submission Bin,1,1,0,0,0,0,1663680600,1662393600,100,1662474145,0,1,0,0,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2169,202,Review Exercise On Signed Numbers,1,1,0,0,0,0,0,1662420600,100,1663114730,0,1,0,1663603200,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2199,907,EXERCISE 1: THE ORGANIZATION OF THE BODY,1,1,0,0,0,0,1631286000,1631203200,100,1662474512,0,1,0,1632499200,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2200,907,EXERCISE 3: THE MICROSCOPE,1,1,0,0,0,0,1662822000,1662739200,40,1662478244,0,1,0,1663171200,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2201,907,EXERCISE 4: THE CELL,1,1,0,0,0,0,1663419600,1663403400,100,1663409064,0,1,0,1663776000,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2202,907,EXERCISE 5: TRANSPORT THROUGH MEMBRANES,1,1,0,0,0,0,1662809400,1662798600,25,1662478445,0,1,0,1663257600,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2203,907,EXERCISE 6: THE CELL'S LIFE CYCLE,1,0,0,0,0,0,0,0,55,1663403131,0,1,0,1664035200,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2204,907,EXERCISE 7: EPITHELIAL TISSUES,1,1,0,0,0,0,1669435200,1663776000,50,1667630658,0,1,0,0,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2205,907,EXERCISE 8: CONNECTIVE TISSUES,1,1,0,0,0,0,1669474800,1663776000,75,1667630687,0,1,0,0,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2206,907,Exercise 9,1,1,0,0,0,0,1669474800,1665104400,30,1667630516,0,1,0,0,0,0,0,0,1,0,none,-1,0,0,1,0,1,0,0
2207,907,Exercise 10,1,1,0,0,0,0,1669435200,1665590400,30,1667630595,0,1,0,0,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2208,907,Exercise 11,1,1,0,0,0,0,1635084000,1634745600,85,1637734942,0,1,0,1635955200,0,0,0,0,0,0,none,-1,0,0,1,0,0,0,0
2209,907,Exercise 12,1,1,0,0,0,0,1635084000,1634745600,100,1634802348,0,1,0,1635955200,0,0,0,0,0,0,none,-1,0,0,1,0,0,0,0
2210,907,Exercise 13,1,1,0,0,0,0,1635084000,1634745600,100,1634802456,0,1,0,1635955200,0,0,0,0,0,0,none,-1,0,0,1,0,0,0,0
2211,907,Exercise 14,1,1,0,0,0,0,1635084000,1634745600,55,1637745151,0,1,0,1635955200,0,0,0,0,0,0,none,-1,0,0,1,0,0,0,0
2212,907,Exercise 15,1,1,0,0,0,0,1635084000,1634745600,100,1634802494,0,1,0,1635955200,0,0,0,0,0,0,none,-1,0,0,1,0,0,0,0
2228,202,Review Quiz on Basic Concept,1,1,0,0,0,0,1663084740,1662420600,100,1662476001,0,1,0,1663603200,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2229,1703,LAS 2-Unit Conversion and Scientific Notation,1,1,0,1,0,0,1662652740,1662508800,30,1664891131,1,1,0,0,0,0,0,0,0,0,manual,2,0,0,1,0,1,0,0
2230,933,PLANK 1 HOME ACTIVITY 1 SHEET,1,1,0,0,0,0,1662998400,1662393600,100,1668064567,0,1,1668062760,0,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2231,933,PLANK 2 HOME ACTIVITY  2 VIDEO RECORDED,1,1,0,0,0,0,1663603200,1662393600,100,1668064587,0,1,1668063060,1663603200,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2232,238,WARM UP VIDEO SUBMISSION AREA,1,1,0,0,0,0,1663084800,1662480000,100,1668179790,0,1,1668179760,0,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2233,960,EXERCISE 2: PHYSICAL EXAMINATION,1,1,0,0,0,0,1662566340,1662480000,100,1662508169,0,1,0,1663689600,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2234,960,EXERCISE 3: DETERMINATION OF URINE SPECIFIC GRAVITY,1,1,0,0,0,0,1662566340,1662480000,100,1662508194,0,1,0,1663689600,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2235,1449,Activity 3,1,1,0,0,0,0,1663084800,1662480000,100,1662508140,0,1,0,1663689600,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2236,601,L1-A1,1,1,0,1,0,0,1662566400,1662393600,100,1673865860,0,1,1673865840,0,0,0,0,0,0,0,manual,3,0,0,1,0,1,0,0
2237,583,Slogan Making,1,1,0,1,0,0,1662811200,1662393600,10,1662513508,1,1,1663041600,0,1,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2238,472,Slogan Making,1,1,0,1,0,0,1662811200,1662393600,10,1662513508,1,1,1663041600,0,1,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2239,264,Interviewing Exercises,1,1,0,0,0,0,0,1662480000,80,1662516186,0,1,0,1663689600,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2240,1585,Slogan Making,1,1,0,1,0,0,1662985200,1662480000,10,1662517209,1,1,1663071600,0,1,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2241,1467,WARM UP SUBMISSION AREA OF WARM UP VIDEO,1,1,0,0,0,0,1663084800,1662480000,100,1668065945,0,1,0,1663689600,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2242,1467,PLANK 1 SUBMISSION AREA OF ACTIVITY SHEET,1,1,0,0,0,0,1663084800,1662480000,100,1668066184,0,1,1668066120,1663689600,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2243,1467,PLANK 2 SUBMISSION AREA OF HOME ACTIVITY 2 VIDEO RECORDED,1,1,0,0,0,0,1663689600,1662480000,100,1668066147,0,1,1668066120,1663689600,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2244,434,Assignment # 1,1,1,0,0,0,0,1662739200,1662480000,100,1662523649,0,1,0,1662912000,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2245,931,Lab Exercise 1 Microscope,1,1,0,1,0,0,1663113600,1662480000,100,1663108928,1,1,0,1663689600,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2246,1832,Group Activity,1,1,0,0,0,0,1665722820,1664513220,40,1613619543,0,1,0,1665722820,1,0,0,0,0,0,none,-1,0,0,1,1,0,0,0
2247,1832,Group Work,1,0,0,0,0,0,0,0,100,1620019676,0,1,0,0,1,0,0,0,0,0,none,-1,0,0,1,0,0,0,0
2248,106,Attestation of Academic Integrity,1,1,0,1,1,0,1663084800,1662480000,100,1662527651,0,1,0,1663689600,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2249,1359,Activity # 1 - Conceptual Model,1,1,0,0,0,0,1662532200,1662480000,100,1662530490,0,1,0,1663689600,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2250,1333,Activity # 1 - Conceptual Model,1,1,0,0,0,0,1662532200,1662480000,100,1662530459,0,1,0,1663689600,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2251,983,EXERCISE 2: PHYSICAL EXAMINATION,1,1,0,0,0,0,1662566340,1662480000,100,1662508169,0,1,0,1663689600,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2252,983,EXERCISE 3: DETERMINATION OF URINE SPECIFIC GRAVITY,1,1,0,0,0,0,1662566340,1662480000,100,1662508194,0,1,0,1663689600,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2253,1431,SUBMISSION FOR FRONT PLANK,1,1,0,0,0,0,1662544800,1662526800,50,1663077955,0,1,1662555540,1663689600,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2254,1431,SUBMISSION ARE FOR ELBOW PLANK,1,1,0,0,0,0,1662544800,1662526800,50,1662530569,0,1,1662552120,1663689600,0,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2255,481,Slogan Making,1,1,0,1,0,0,1662811200,1661508300,10,1662531179,1,1,1662984000,0,1,0,0,0,0,0,none,-1,0,0,1,0,1,0,0
2256,899,L1-A1,1,1,0,1,0,0,1662567420,1662394620,100,1673800441,0,1,1673800380,0,0,0,0,0,0,0,manual,3,0,0,1,0,1,0,0
