id,category,sortorder,fullname,shortname,idnumber,summaryformat,format,showgrades,newsitems,relativedatesmode,marker,maxbytes,legacyfiles,showreports,visible,visibleold,downloadcontent,groupmode,groupmodeforce,defaultgroupingid,lang,calendartype,theme,requested,enablecompletion,completionnotify,originalcourseid,showactivitydates,showcompletionconditions
459,32,310022,Inorganic with Organic Chemistry Laboratory [OPEN],TSC103LAB OPEN 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
460,32,310021,The First and Greatest Commandment and the Trinitian [OPEN],TCE111 OPEN 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
461,32,310020,National Service Training Program 1 [OPEN],NSTP111 OPEN 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
462,32,310019,Physical Activities Toward Health and Fitness 1 [OPEN],PATHFIT1 OPEN 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
463,32,310018,Human Anatomy and Physiology [OPEN],HAP111(PSYC) OPEN 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
464,32,310017,Human Anatomy and Physiology Laboratory [OPEN],HAP111LAB(PSYC) OPEN 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
465,57,620389,Understanding the Self [1NU01],GEC111 1NU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
466,57,620388,[MC_102_*LEC_1NU01] Biochemistry,MC_102_* 1NU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
467,57,620387,[MC_102_LAB*_1NU01] Biochemistry,MC_102_LAB* 1NU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
468,57,620386,Theoretical Foundations of Nursing [1NU01],NCM_100 1NU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
469,57,620385,Physical Activities Toward Health and Fitness 1 [1NU01] SAT 10:30-12 ,PATHFIT1 1NU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
470,57,620384,Readings in Philippine History [1NU01],GEC112 1NU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
471,57,620383,National Service Training Program 1 [1NU01],NSTP111 1NU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
472,57,620382,The First and Greatest Commandment and the Trinitian [1NU01],TCE111 1NU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
473,57,620381,[MC_101_LEC_1NU01] Anatomy & Physiology,MC_101_ 1NU01 1stSem_SY22-23,,0,topics,1,5,0,19,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
474,57,620380,[MC_101_LAB_1NU01] Anatomy & Physiology,MC_101_LAB 1NU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
475,57,620379,Physical Activities Toward Health and Fitness 1 [1NU02]Monday 3:00PM-5:00PM,PATHFIT1 1NU02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
476,57,620378,MC_102_*LEC_1NU02] Biochemistry,MC_102_* 1NU02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
477,57,620377,[MC_102_LAB*_1NU02] Biochemistry,MC_102_LAB* 1NU02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
478,57,620376,Theoretical Foundations of Nursing [1NU02],NCM_100 1NU02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
479,57,620375,National Service Training Program 1 [1NU02],NSTP111 1NU02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
480,57,620374,Understanding the Self [1NU02],GEC111 1NU02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
481,57,620373,The First and Greatest Commandment and the Trinitian [1NU02],TCE111 1NU02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
482,57,620372,Readings in Philippine History [1NU02],GEC112 1NU02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
483,57,620371,[MC_101_LEC_1NU02] Anatomy & Physiology,MC_101_ 1NU02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
484,57,620370,[MC_101_LAB_1NU02] Anatomy & Physiology,MC_101_LAB 1NU02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
485,57,620369,National Service Training Program 1 [1NU03],NSTP111 1NU03 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
486,57,620368,MC_102_*LEC_1NU03] Biochemistry,MC_102_* 1NU03 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
487,57,620367,[MC_102_LAB*_1NU03] Biochemistry,MC_102_LAB* 1NU03 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
488,57,620366,Theoretical Foundations of Nursing [1NU03],NCM_100 1NU03 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
489,57,620365,The First and Greatest Commandment and the Trinitian [1NU03],TCE111 1NU03 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
490,57,620364,Physical Activities Toward Health and Fitness 1 [1NU03],PATHFIT1 1NU03 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
491,57,620363,Readings in Philippine History [1NU03],GEC112 1NU03 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
492,57,620362,Understanding the Self [1NU03],GEC111 1NU03 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
493,57,620361,[MC_101_LEC_1NU03] Anatomy & Physiology,MC_101_ 1NU03 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
494,57,620360,[MC_101_LAB_1NU03] Anatomy & Physiology,MC_101_LAB 1NU03 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
495,57,620359,Understanding the Self [1NU04],GEC111 1NU04 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
496,57,620358,[MC_102_*LEC_1NU04] Biochemistry,MC_102_* 1NU04 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
497,57,620357,[MC_102_LAB*_1NU04] Biochemistry,MC_102_LAB* 1NU04 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
498,57,620356,The First and Greatest Commandment and the Trinitian [1NU04],TCE111 1NU04 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
499,57,620355,[MC_101_LEC_1NU04] Anatomy & Physiology,MC_101_ 1NU04 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
500,57,620354,[MC_101_LAB_1NU04] Anatomy & Physiology,MC_101_LAB 1NU04 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
501,57,620353,Readings in Philippine History [1NU04],GEC112 1NU04 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
502,57,620352,National Service Training Program 1 [1NU04],NSTP111 1NU04 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
503,57,620351,Physical Activities Toward Health and Fitness 1 [1NU04] Wednesday 8:00AM-10:00AM,PATHFIT1 1NU04 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
504,57,620350,Theoretical Foundations of Nursing [1NU04],NCM_100 1NU04 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
505,57,620349,Physical Activities Toward Health and Fitness 1 [1NU05],PATHFIT1 1NU05 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
506,57,620348,[MC_102_*LEC_1NU05] Biochemistry,MC_102_* 1NU05 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,0,0,,0,
507,57,620347,[MC_102_LAB*_1NU05] Biochemistry,MC_102_LAB* 1NU05 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
508,57,620346,Readings in Philippine History [1NU05],GEC112 1NU05 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
509,57,620345,[MC_101_LEC_1NU05] Anatomy & Physiology,MC_101_ 1NU05 1stSem_SY22-23,,0,topics,1,5,0,19,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
510,57,620344,[MC_101_LAB_1NU05] Anatomy & Physiology,MC_101_LAB 1NU05 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
511,57,620343,Understanding the Self [1NU05],GEC111 1NU05 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
512,57,620342,The First and Greatest Commandment and the Trinitian [1NU05],TCE111 1NU05 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
513,57,620341,National Service Training Program 1 [1NU05],NSTP111 1NU05 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
514,57,620340,Theoretical Foundations of Nursing [1NU05],NCM_100 1NU05 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
515,57,620339,National Service Training Program 1 [1NU06],NSTP111 1NU06 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
516,57,620338,[MC_102_*LEC_1NU06] Biochemistry,MC_102_* 1NU06 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
517,57,620337,[MC_102_LAB*_1NU06] Biochemistry,MC_102_LAB* 1NU06 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
518,57,620336,Understanding the Self [1NU06],GEC111 1NU06 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
519,57,620335,[MC_101_LEC_1NU06] Anatomy & Physiology,MC_101_ 1NU06 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
520,57,620334,[MC_101_LAB_1NU06] Anatomy & Physiology,MC_101_LAB 1NU06 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
521,57,620333,Physical Activities Toward Health and Fitness 1 [1NU06],PATHFIT1 1NU06 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
522,57,620332,Readings in Philippine History [1NU06],GEC112 1NU06 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
523,57,620331,The First and Greatest Commandment and the Trinitian [1NU06],TCE111 1NU06 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
524,57,620330,Theoretical Foundations of Nursing [1NU06],NCM_100 1NU06 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
525,57,620329,Understanding the Self [1NU07],GEC111 1NU07 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
526,57,620328,[MC_102_*LEC_1NU07] Biochemistry,MC_102_* 1NU07 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
527,57,620327,[MC_102_LAB*_1NU07] Biochemistry,MC_102_LAB* 1NU07 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
528,57,620326,Physical Activities Toward Health and Fitness 1 [1NU07],PATHFIT1 1NU07 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
529,57,620325,Theoretical Foundations of Nursing [1NU07],NCM_100 1NU07 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
530,57,620324,Readings in Philippine History [1NU07],GEC112 1NU07 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
531,57,620323,National Service Training Program 1 [1NU07],NSTP111 1NU07 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
532,57,620322,The First and Greatest Commandment and the Trinitian [1NU07],TCE111 1NU07 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
533,57,620321,[MC_101_LEC_1NU07] Anatomy & Physiology,MC_101_ 1NU07 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
534,57,620320,[MC_101_LAB_1NU07] Anatomy & Physiology,MC_101_LAB 1NU07 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
535,57,620319,Physical Activities Toward Health and Fitness 1 [1NU08],PATHFIT1 1NU08 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
536,57,620318,[MC_102_*LEC_1NU08] Biochemistry,MC_102_* 1NU08 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
537,57,620317,[MC_102_LAB*_1NU08] Biochemistry,MC_102_LAB* 1NU08 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
538,57,620316,National Service Training Program 1 [1NU08],NSTP111 1NU08 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
539,57,620315,Theoretical Foundations of Nursing [1NU08],NCM_100 1NU08 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
540,57,620314,Understanding the Self [1NU08],GEC111 1NU08 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
541,57,620313,The First and Greatest Commandment and the Trinitian [1NU08],TCE111 1NU08 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
542,57,620312,Readings in Philippine History [1NU08],GEC112 1NU08 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
543,57,620311,[MC_101_LEC_1NU08] Anatomy & Physiology,MC_101_ 1NU08 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
544,57,620310,[MC_101_LAB_1NU08] Anatomy & Physiology,MC_101_LAB 1NU08 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
545,57,620309,National Service Training Program 1 [1NU09],NSTP111 1NU09 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
546,57,620308,[MC_102_*LEC_1NU09] Biochemistry,MC_102_* 1NU09 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
547,57,620307,[MC_102_LAB*_1NU09] Biochemistry,MC_102_LAB* 1NU09 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
548,57,620306,The First and Greatest Commandment and the Trinitian [1NU09],TCE111 1NU09 1stSem_SY22-23,,0,topics,1,5,0,1,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
549,57,620305,Theoretical Foundations of Nursing [1NU09],NCM_100 1NU09 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
550,57,620304,Physical Activities Toward Health and Fitness 1 [1NU09] Tuesday 8:00AM-10:00AM,PATHFIT1 1NU09 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
551,57,620303,Readings in Philippine History [1NU09],GEC112 1NU09 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
552,57,620302,Understanding the Self [1NU09],GEC111 1NU09 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
553,57,620301,[MC_101_LEC_1NU09] Anatomy & Physiology,MC_101_ 1NU09 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
554,57,620300,[MC_101_LAB_1NU09] Anatomy & Physiology,MC_101_LAB 1NU09 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
555,57,620299,Understanding the Self [1NU11],GEC111 1NU11 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
556,57,620298,[MC_102_*LEC_1NU10] Biochemistry,MC_102_* 1NU10 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
557,57,620297,[MC_102_LAB*_1NU10] Biochemistry,MC_102_LAB* 1NU10 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
558,57,620296,The First and Greatest Commandment and the Trinitian [1NU10],TCE111 1NU10 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
559,57,620295,[MC_101_LEC_1NU10] Anatomy & Physiology,MC_101_ 1NU10 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
560,57,620294,[MC_101_LAB_1NU10] Anatomy & Physiology,MC_101_LAB 1NU10 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
561,57,620293,Readings in Philippine History [1NU10],GEC112 1NU10 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
562,57,620292,National Service Training Program 1 [1NU10],NSTP111 1NU10 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
563,57,620291,Theoretical Foundations of Nursing [1NU10],NCM_100 1NU10 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
564,57,620290,Physical Activities Toward Health and Fitness 1 [1NU10]Wednesday 10:30AM-12:30PM,PATHFIT1 1NU10 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
565,57,620289,Physical Activities Toward Health and Fitness 1 [1NU11]Friday 8:00AM-10:00AM,PATHFIT1 1NU11 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
566,57,620288,[MC_102_*LEC_1NU11] Biochemistry,MC_102_* 1NU11 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
567,57,620287,[MC_102_LAB*_1NU11] Biochemistry,MC_102_LAB* 1NU11 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
568,57,620286,Readings in Philippine History [1NU11],GEC112 1NU11 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
569,57,620285,[MC_101_LEC_1NU11] Anatomy & Physiology,MC_101_ 1NU11 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
570,57,620284,[MC_101_LAB_1NU11] Anatomy & Physiology,MC_101_LAB 1NU11 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
571,57,620283,The First and Greatest Commandment and the Trinitian [1NU11],TCE111 1NU11 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
572,57,620282,Theoretical Foundations of Nursing [1NU11],NCM_100 1NU11 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
573,57,620281,National Service Training Program 1 [1NU11],NSTP111 1NU11 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
574,57,620280,National Service Training Program 1 [1NU12],NSTP111 1NU12 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
575,57,620279,[MC_102_*LEC_1NU12] Biochemistry,MC_102_* 1NU12 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
576,57,620278,[MC_102_LAB*_1NU12] Biochemistry,MC_102_LAB* 1NU12 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
577,57,620277,Understanding the Self [1NU12],GEC111 1NU12 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
578,57,620276,[MC_101_LEC_1NU12] Anatomy & Physiology,MC_101_ 1NU12 1stSem_SY22-23,,0,topics,1,5,0,19,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
579,57,620275,[MC_101_LAB_1NU12] Anatomy & Physiology,MC_101_LAB 1NU12 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
580,57,620274,Physical Activities Toward Health and Fitness 1 [1NU12] SAT 8-10 AM,PATHFIT1 1NU12 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
581,57,620273,Readings in Philippine History [1NU12],GEC112 1NU12 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
582,57,620272,Theoretical Foundations of Nursing [1NU12],NCM_100 1NU12 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
583,57,620271,The First and Greatest Commandment and the Trinitian [1NU12],TCE111 1NU12 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
584,57,620270,Understanding the Self [1NU13],GEC111 1NU13 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
585,57,620269,[MC_102_*LEC_1NU13] Biochemistry,MC_102_* 1NU13 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
586,57,620268,[MC_102_LAB*_1NU13] Biochemistry,MC_102_LAB* 1NU13 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
587,57,620267,Physical Activities Toward Health and Fitness 1 [1NU13] SAT 3-5,PATHFIT1 1NU13 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
588,57,620266,Theoretical Foundations of Nursing [1NU13],NCM_100 1NU13 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
589,57,620265,Readings in Philippine History [1NU13],GEC112 1NU13 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
590,57,620264,National Service Training Program 1 [1NU13],NSTP111 1NU13 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
591,57,620263,The First and Greatest Commandment and the Trinitian [1NU13],TCE111 1NU13 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
592,57,620262,[MC_101_LEC_1NU13] Anatomy & Physiology,MC_101_ 1NU13 1stSem_SY22-23,,0,topics,1,5,0,19,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
593,57,620261,[MC_101_LAB_1NU13] Anatomy & Physiology,MC_101_LAB 1NU13 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
594,57,620260,"[NCM_107_LAB_2NU01] Care of Mother, Child, & Adolescent",NCM_107_LAB 2NU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
595,57,620259,[NCM_104_LEC_2NU01] Community Health Nursing 1,NCM_104_ 2NU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
596,57,620258,"[NCM_107_LEC_2NU01] Care of Mother, Child, & Adolescent",NCM_107_ 2NU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
597,57,620257,[NCM_105_LEC_2NU01] Nutrition & Diet Therapy ,NCM_105_ 2NU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
598,57,620256,[NCM_105_LAB_2NU01] Nutrition & Diet Therapy ,NCM_105_LAB 2NU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
599,57,620255,Pharmacology [2NU01],NCM_106_ 2NU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,1,1,1,,1,1,0,,,,0,1,0,,1,1
600,57,620254,[NCM_104_LAB_2NU01] Community Health Nursing 1,NCM_104_LAB 2NU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
