id,course,name,intro,introformat,tobemigrated,legacyfiles,legacyfileslast,display,displayoptions,filterfiles,revision,timemodified
1557,1381,Leadership  Lecture (PDF FILE),"<p dir=""ltr"" style=""text-align: left;"">LEadership</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1597991748
1558,1381,Activation of Prior Knowledge ,"<p dir=""ltr"" style=""text-align: left;"">This activity will require the students to accomplish the KWL+ Chart to measure how much they know about the Philippines in terms of disasters.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1598005412
1559,1381,Warm-Up Activity ,"<p dir=""ltr"" style=""text-align: left;"">This activity will invite students to revisit what they know about climate change.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1597986701
1560,1381,Research on Climate Change ,"<p dir=""ltr"" style=""text-align: left;"">In this activity, students will conduct research on the issues of climate change. Their findings will be shared in the class.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1598005440
1561,1381,Quiz ,"<p dir=""ltr"" style=""text-align: left;"">This quiz is a practical test in performing CPR.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1597987169
1562,1381,Jumpstart Activity ,"<p dir=""ltr"" style=""text-align: left;"">This is a heads - up activity regarding HIV/AIDS&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1598061404
1563,1283,NSTP101 Course Outline,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1597936544
1564,1283,TIPS & TRICKS #1:  How to get safe and free to use Google images,"<iframe src=""https://drive.google.com/file/d/1J1Q3wzCmGr60GCMs7ZhvD6UwFHeGVBoQ/preview"" width=""640"" height=""480""></iframe>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,3,1598002562
1565,1283,Leadership  Lecture (PDF FILE),"<p dir=""ltr"" style=""text-align: left;"">LEadership</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1597991748
1566,1283,Activation of Prior Knowledge ,"<p dir=""ltr"" style=""text-align: left;"">This activity will require the students to accomplish the KWL+ Chart to measure how much they know about the Philippines in terms of disasters.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1598005412
1567,1283,Warm-Up Activity ,"<p dir=""ltr"" style=""text-align: left;"">This activity will invite students to revisit what they know about climate change.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1597986701
1568,1283,Research on Climate Change ,"<p dir=""ltr"" style=""text-align: left;"">In this activity, students will conduct research on the issues of climate change. Their findings will be shared in the class.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1598005440
1569,1283,Quiz ,"<p dir=""ltr"" style=""text-align: left;"">This quiz is a practical test in performing CPR.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1597987169
1570,1283,Jumpstart Activity ,"<p dir=""ltr"" style=""text-align: left;"">This is a heads - up activity regarding HIV/AIDS&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1598061404
1571,1451,NSTP101 Course Outline,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1597936544
1572,1451,TIPS & TRICKS #1:  How to get safe and free to use Google images,"<iframe src=""https://drive.google.com/file/d/1J1Q3wzCmGr60GCMs7ZhvD6UwFHeGVBoQ/preview"" width=""640"" height=""480""></iframe>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,3,1598002562
1573,1451,Leadership  Lecture (PDF FILE),"<p dir=""ltr"" style=""text-align: left;"">LEadership</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1597991748
1574,1451,Activation of Prior Knowledge ,"<p dir=""ltr"" style=""text-align: left;"">This activity will require the students to accomplish the KWL+ Chart to measure how much they know about the Philippines in terms of disasters.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1598005412
1575,1451,Warm-Up Activity ,"<p dir=""ltr"" style=""text-align: left;"">This activity will invite students to revisit what they know about climate change.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1597986701
1576,1451,Research on Climate Change ,"<p dir=""ltr"" style=""text-align: left;"">In this activity, students will conduct research on the issues of climate change. Their findings will be shared in the class.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1598005440
1577,1451,Quiz ,"<p dir=""ltr"" style=""text-align: left;"">This quiz is a practical test in performing CPR.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1597987169
1578,1451,Jumpstart Activity ,"<p dir=""ltr"" style=""text-align: left;"">This is a heads - up activity regarding HIV/AIDS&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1598061404
1579,1460,NSTP101 Course Outline,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1597936544
1580,1460,TIPS & TRICKS #1:  How to get safe and free to use Google images,"<iframe src=""https://drive.google.com/file/d/1J1Q3wzCmGr60GCMs7ZhvD6UwFHeGVBoQ/preview"" width=""640"" height=""480""></iframe>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,3,1598002562
1581,1460,Leadership  Lecture (PDF FILE),"<p dir=""ltr"" style=""text-align: left;"">LEadership</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1597991748
1582,1460,Activation of Prior Knowledge ,"<p dir=""ltr"" style=""text-align: left;"">This activity will require the students to accomplish the KWL+ Chart to measure how much they know about the Philippines in terms of disasters.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1598005412
1583,1460,Warm-Up Activity ,"<p dir=""ltr"" style=""text-align: left;"">This activity will invite students to revisit what they know about climate change.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1597986701
1584,1460,Research on Climate Change ,"<p dir=""ltr"" style=""text-align: left;"">In this activity, students will conduct research on the issues of climate change. Their findings will be shared in the class.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1598005440
1585,1460,Quiz ,"<p dir=""ltr"" style=""text-align: left;"">This quiz is a practical test in performing CPR.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1597987169
1586,1460,Jumpstart Activity ,"<p dir=""ltr"" style=""text-align: left;"">This is a heads - up activity regarding HIV/AIDS&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1598061404
1587,844,NSTP101 Course Outline,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1597936544
1588,844,TIPS & TRICKS #1:  How to get safe and free to use Google images,"<iframe src=""https://drive.google.com/file/d/1J1Q3wzCmGr60GCMs7ZhvD6UwFHeGVBoQ/preview"" width=""640"" height=""480""></iframe>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,3,1598002562
1589,844,Leadership  Lecture (PDF FILE),"<p dir=""ltr"" style=""text-align: left;"">LEadership</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1597991748
1590,844,Activation of Prior Knowledge ,"<p dir=""ltr"" style=""text-align: left;"">This activity will require the students to accomplish the KWL+ Chart to measure how much they know about the Philippines in terms of disasters.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1598005412
1591,844,Warm-Up Activity ,"<p dir=""ltr"" style=""text-align: left;"">This activity will invite students to revisit what they know about climate change.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1597986701
1592,844,Research on Climate Change ,"<p dir=""ltr"" style=""text-align: left;"">In this activity, students will conduct research on the issues of climate change. Their findings will be shared in the class.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1598005440
1593,844,Quiz ,"<p dir=""ltr"" style=""text-align: left;"">This quiz is a practical test in performing CPR.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1597987169
1594,844,Jumpstart Activity ,"<p dir=""ltr"" style=""text-align: left;"">This is a heads - up activity regarding HIV/AIDS&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1598061404
1595,849,NSTP101 Course Outline,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1597936544
1596,849,TIPS & TRICKS #1:  How to get safe and free to use Google images,"<iframe src=""https://drive.google.com/file/d/1J1Q3wzCmGr60GCMs7ZhvD6UwFHeGVBoQ/preview"" width=""640"" height=""480""></iframe>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,3,1598002562
1597,849,Leadership  Lecture (PDF FILE),"<p dir=""ltr"" style=""text-align: left;"">LEadership</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1597991748
1598,849,Activation of Prior Knowledge ,"<p dir=""ltr"" style=""text-align: left;"">This activity will require the students to accomplish the KWL+ Chart to measure how much they know about the Philippines in terms of disasters.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1598005412
1599,849,Warm-Up Activity ,"<p dir=""ltr"" style=""text-align: left;"">This activity will invite students to revisit what they know about climate change.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1597986701
1600,849,Research on Climate Change ,"<p dir=""ltr"" style=""text-align: left;"">In this activity, students will conduct research on the issues of climate change. Their findings will be shared in the class.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1598005440
1601,849,Quiz ,"<p dir=""ltr"" style=""text-align: left;"">This quiz is a practical test in performing CPR.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1597987169
1602,849,Jumpstart Activity ,"<p dir=""ltr"" style=""text-align: left;"">This is a heads - up activity regarding HIV/AIDS&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1598061404
1603,1293,Syllabus,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1630656080
1604,1293,CASE STUDY TEMPLATE,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1638950587
1605,1077,Course Outline,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661416424
1606,1077,Worksheet,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661416520
1607,1077,Patterns in Nature,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661414973
1608,1077,Fibonacci Sequence and The Golden Ratio,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661416811
1609,1077,Lesson #1,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661841021
1610,1077,Lesson #2,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661841048
1611,1077,Lesson 3.1,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661841158
1612,1077,Lesson 3.2,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661841369
1613,1077,Lesson 3.3,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661841433
1614,1077,Introduction to Logic,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661841484
1615,1077,Logical Operators,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661841518
1616,1077,Conditional and Biconditional Statements,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661841567
1617,1077,Lesson 1 - Isometry and Symmetry,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661841736
1618,1077,Lesson 2 - Symmetric Patterns,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661841784
1619,1077,Lesson 3 - Wallpaper Patterns,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661841816
1620,1077,Lesson 4 -Tessellation,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661841844
1621,1077,Lesson #1,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661841916
1622,1077,Lesson #2,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661841966
1623,1077,Lesson 1 Theory of Voting,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661842056
1624,1077,Lesson 2 Apportionment,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661842084
1625,1077,Lesson 3 Apportionment 2,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661842108
1626,1596,Course Outline,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661416424
1627,1596,Worksheet,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661416520
1628,1596,Patterns in Nature,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661414973
1629,1596,Fibonacci Sequence and The Golden Ratio,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661416811
1630,1596,Lesson #1,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661841021
1631,1596,Lesson #2,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661841048
1632,1596,Lesson 3.1,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661841158
1633,1596,Lesson 3.2,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661841369
1634,1596,Lesson 3.3,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661841433
1635,1596,Introduction to Logic,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661841484
1636,1596,Logical Operators,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661841518
1637,1596,Conditional and Biconditional Statements,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661841567
1638,1596,Lesson 1 - Isometry and Symmetry,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661841736
1639,1596,Lesson 2 - Symmetric Patterns,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661841784
1640,1596,Lesson 3 - Wallpaper Patterns,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661841816
1641,1596,Lesson 4 -Tessellation,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661841844
1642,1596,Lesson #1,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661841916
1643,1596,Lesson #2,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661841966
1644,1596,Lesson 1 Theory of Voting,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661842056
1645,1596,Lesson 2 Apportionment,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661842084
1646,1596,Lesson 3 Apportionment 2,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661842108
1647,504,rubrics for activities,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1661941689
1648,864,NSTP101 Course Outline,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1597936544
1649,864,TIPS & TRICKS #1:  How to get safe and free to use Google images,"<iframe src=""https://drive.google.com/file/d/1J1Q3wzCmGr60GCMs7ZhvD6UwFHeGVBoQ/preview"" width=""640"" height=""480""></iframe>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,3,1598002562
1650,864,Leadership  Lecture (PDF FILE),"<p dir=""ltr"" style=""text-align: left;"">LEadership</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1597991748
1651,864,Activation of Prior Knowledge ,"<p dir=""ltr"" style=""text-align: left;"">This activity will require the students to accomplish the KWL+ Chart to measure how much they know about the Philippines in terms of disasters.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1598005412
1652,864,Warm-Up Activity ,"<p dir=""ltr"" style=""text-align: left;"">This activity will invite students to revisit what they know about climate change.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1597986701
1653,864,Research on Climate Change ,"<p dir=""ltr"" style=""text-align: left;"">In this activity, students will conduct research on the issues of climate change. Their findings will be shared in the class.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1598005440
1654,864,Quiz ,"<p dir=""ltr"" style=""text-align: left;"">This quiz is a practical test in performing CPR.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1597987169
1655,864,Jumpstart Activity ,"<p dir=""ltr"" style=""text-align: left;"">This is a heads - up activity regarding HIV/AIDS&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1598061404
1656,869,NSTP101 Course Outline,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1597936544
1657,869,TIPS & TRICKS #1:  How to get safe and free to use Google images,"<iframe src=""https://drive.google.com/file/d/1J1Q3wzCmGr60GCMs7ZhvD6UwFHeGVBoQ/preview"" width=""640"" height=""480""></iframe>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,3,1598002562
1658,869,Leadership  Lecture (PDF FILE),"<p dir=""ltr"" style=""text-align: left;"">LEadership</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1597991748
1659,869,Activation of Prior Knowledge ,"<p dir=""ltr"" style=""text-align: left;"">This activity will require the students to accomplish the KWL+ Chart to measure how much they know about the Philippines in terms of disasters.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1598005412
1660,869,Warm-Up Activity ,"<p dir=""ltr"" style=""text-align: left;"">This activity will invite students to revisit what they know about climate change.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1597986701
1661,869,Research on Climate Change ,"<p dir=""ltr"" style=""text-align: left;"">In this activity, students will conduct research on the issues of climate change. Their findings will be shared in the class.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1598005440
1662,869,Quiz ,"<p dir=""ltr"" style=""text-align: left;"">This quiz is a practical test in performing CPR.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1597987169
1663,869,Jumpstart Activity ,"<p dir=""ltr"" style=""text-align: left;"">This is a heads - up activity regarding HIV/AIDS&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1598061404
1664,879,NSTP101 Course Outline,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1597936544
1665,879,TIPS & TRICKS #1:  How to get safe and free to use Google images,"<iframe src=""https://drive.google.com/file/d/1J1Q3wzCmGr60GCMs7ZhvD6UwFHeGVBoQ/preview"" width=""640"" height=""480""></iframe>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,3,1598002562
1666,879,Leadership  Lecture (PDF FILE),"<p dir=""ltr"" style=""text-align: left;"">LEadership</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1597991748
1667,879,Activation of Prior Knowledge ,"<p dir=""ltr"" style=""text-align: left;"">This activity will require the students to accomplish the KWL+ Chart to measure how much they know about the Philippines in terms of disasters.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1598005412
1668,879,Warm-Up Activity ,"<p dir=""ltr"" style=""text-align: left;"">This activity will invite students to revisit what they know about climate change.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1597986701
1669,879,Research on Climate Change ,"<p dir=""ltr"" style=""text-align: left;"">In this activity, students will conduct research on the issues of climate change. Their findings will be shared in the class.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1598005440
1670,879,Quiz ,"<p dir=""ltr"" style=""text-align: left;"">This quiz is a practical test in performing CPR.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1597987169
1671,879,Jumpstart Activity ,"<p dir=""ltr"" style=""text-align: left;"">This is a heads - up activity regarding HIV/AIDS&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1598061404
1672,471,NSTP101 Course Outline,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1597936544
1673,471,TIPS & TRICKS #1:  How to get safe and free to use Google images,"<iframe src=""https://drive.google.com/file/d/1J1Q3wzCmGr60GCMs7ZhvD6UwFHeGVBoQ/preview"" width=""640"" height=""480""></iframe>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,3,1598002562
1674,471,Leadership  Lecture (PDF FILE),"<p dir=""ltr"" style=""text-align: left;"">LEadership</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1597991748
1675,471,Activation of Prior Knowledge ,"<p dir=""ltr"" style=""text-align: left;"">This activity will require the students to accomplish the KWL+ Chart to measure how much they know about the Philippines in terms of disasters.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1598005412
1676,471,Warm-Up Activity ,"<p dir=""ltr"" style=""text-align: left;"">This activity will invite students to revisit what they know about climate change.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1597986701
1677,471,Research on Climate Change ,"<p dir=""ltr"" style=""text-align: left;"">In this activity, students will conduct research on the issues of climate change. Their findings will be shared in the class.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1598005440
1678,471,Quiz ,"<p dir=""ltr"" style=""text-align: left;"">This quiz is a practical test in performing CPR.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1597987169
1679,471,Jumpstart Activity ,"<p dir=""ltr"" style=""text-align: left;"">This is a heads - up activity regarding HIV/AIDS&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1598061404
1680,479,NSTP101 Course Outline,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1597936544
1681,479,TIPS & TRICKS #1:  How to get safe and free to use Google images,"<iframe src=""https://drive.google.com/file/d/1J1Q3wzCmGr60GCMs7ZhvD6UwFHeGVBoQ/preview"" width=""640"" height=""480""></iframe>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,3,1598002562
1682,479,Leadership  Lecture (PDF FILE),"<p dir=""ltr"" style=""text-align: left;"">LEadership</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1597991748
1683,479,Activation of Prior Knowledge ,"<p dir=""ltr"" style=""text-align: left;"">This activity will require the students to accomplish the KWL+ Chart to measure how much they know about the Philippines in terms of disasters.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1598005412
1684,479,Warm-Up Activity ,"<p dir=""ltr"" style=""text-align: left;"">This activity will invite students to revisit what they know about climate change.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1597986701
1685,479,Research on Climate Change ,"<p dir=""ltr"" style=""text-align: left;"">In this activity, students will conduct research on the issues of climate change. Their findings will be shared in the class.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1598005440
1686,479,Quiz ,"<p dir=""ltr"" style=""text-align: left;"">This quiz is a practical test in performing CPR.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1597987169
1687,479,Jumpstart Activity ,"<p dir=""ltr"" style=""text-align: left;"">This is a heads - up activity regarding HIV/AIDS&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1598061404
1688,485,NSTP101 Course Outline,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1597936544
1689,485,TIPS & TRICKS #1:  How to get safe and free to use Google images,"<iframe src=""https://drive.google.com/file/d/1J1Q3wzCmGr60GCMs7ZhvD6UwFHeGVBoQ/preview"" width=""640"" height=""480""></iframe>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,3,1598002562
1690,485,Leadership  Lecture (PDF FILE),"<p dir=""ltr"" style=""text-align: left;"">LEadership</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1597991748
1691,485,Activation of Prior Knowledge ,"<p dir=""ltr"" style=""text-align: left;"">This activity will require the students to accomplish the KWL+ Chart to measure how much they know about the Philippines in terms of disasters.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1598005412
1692,485,Warm-Up Activity ,"<p dir=""ltr"" style=""text-align: left;"">This activity will invite students to revisit what they know about climate change.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1597986701
1693,485,Research on Climate Change ,"<p dir=""ltr"" style=""text-align: left;"">In this activity, students will conduct research on the issues of climate change. Their findings will be shared in the class.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1598005440
1694,485,Quiz ,"<p dir=""ltr"" style=""text-align: left;"">This quiz is a practical test in performing CPR.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1597987169
1695,485,Jumpstart Activity ,"<p dir=""ltr"" style=""text-align: left;"">This is a heads - up activity regarding HIV/AIDS&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1598061404
1696,502,NSTP101 Course Outline,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1597936544
1697,502,TIPS & TRICKS #1:  How to get safe and free to use Google images,"<iframe src=""https://drive.google.com/file/d/1J1Q3wzCmGr60GCMs7ZhvD6UwFHeGVBoQ/preview"" width=""640"" height=""480""></iframe>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,3,1598002562
1698,502,Leadership  Lecture (PDF FILE),"<p dir=""ltr"" style=""text-align: left;"">LEadership</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1597991748
1699,502,Activation of Prior Knowledge ,"<p dir=""ltr"" style=""text-align: left;"">This activity will require the students to accomplish the KWL+ Chart to measure how much they know about the Philippines in terms of disasters.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1598005412
1700,502,Warm-Up Activity ,"<p dir=""ltr"" style=""text-align: left;"">This activity will invite students to revisit what they know about climate change.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1597986701
1701,502,Research on Climate Change ,"<p dir=""ltr"" style=""text-align: left;"">In this activity, students will conduct research on the issues of climate change. Their findings will be shared in the class.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1598005440
1702,502,Quiz ,"<p dir=""ltr"" style=""text-align: left;"">This quiz is a practical test in performing CPR.&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1597987169
1703,502,Jumpstart Activity ,"<p dir=""ltr"" style=""text-align: left;"">This is a heads - up activity regarding HIV/AIDS&nbsp;</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1598061404
1704,513,NSTP101 Course Outline,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1597936544
